FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterM0;HeightMin;DiameterM1;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
219;1000031505100000000.000000000000000;9515;Vera Dolezalkova;2017-09-11 04:19:50.222 GMT;Vera Dolezalkova;2017-09-11 04:19:50 GMT;9515;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.400773402299997;26.221502908700000;4694568.701999999600000;435932.679834661;3.0;24;206.8;North;Photo #1;files/app/04f0fd6d-1668-4cf8-a3d1-f183a52800e8_image-1505103862591.original.jpg;0;40;1.4;42; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1092;1000051505988498431;202693;Stephanie Black;2017-09-21 10:08:27.623 GMT;Stephanie Black;2017-09-21 10:08:27 GMT;202693;Stephanie Black;2017-09-21 13:08:16+03:00;42.4008673468287;26.2216637755095;4694579.01162717;435946.014191751; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;9515;top;26.2215004;42.4007988
220;1000031505100000000.000000000000000;9516;Vera Dolezalkova;2017-09-11 04:41:05.001 GMT;Vera Dolezalkova;2017-09-11 13:07:09 GMT;9516;Uncertain Mound;Survey;very flat and hidden in a scrub, limestones spread within the scrub;Annual agriculture;Scrub;Valley Bottom or Plain;42.404933263700002;26.230258704499999;4695024.036999999500000;436657.437044613;3.0;25; ;East;"bigger limestone holders 15cm max spread around in scrub
photos #2-5";files/app/2584fdd2-0e4f-4177-981c-2931430f1fa5_image-1505104867431.original.jpg;0;14; ;8; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;4 - minimal;Agriculture;Unknown; ;pile of limestone stones in the corner of the field, gathered from the field, possibly from the plowed up mound, placed about 25 m West; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.2303009;42.4048996
221;1000031505120000000.000000000000000;9528;Vera Dolezalkova;2017-09-11 08:56:35.553 GMT;Vera Dolezalkova;2017-09-11 08:58:44 GMT;9528;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Hilltop;42.407467095100003;26.197378225100000;4695330.427000000100000;433954.320907566;3.0;37; ;South;photo #66-69;files/app/13b7bf8c-a071-42e6-9da6-a1fe11db1821_image-1505120261352.original.jpg;0;40;1.7;35; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;2 - good; ; ;[01,rectangular,5,2.5,1.5,east-west cut into east half]; ;files/app/f1d94158-cf65-4832-bb98-d44218d0fcca_image-1505120313942.original.jpg;1053;1000051505988027236;202676;Stephanie Black;2017-09-21 10:00:40.986 GMT;Stephanie Black;2017-09-21 10:00:40 GMT;202676;Stephanie Black;2017-09-21 13:00:26+03:00;42.407383536467;26.1970601075809;4695321.39637898;433928.055980615; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;9528;10;26.1973991;42.4075012
222;1000031505120000000.000000000000000;9529;Vera Dolezalkova;2017-09-11 09:03:45.324 GMT;Vera Dolezalkova;2017-09-11 09:09:18 GMT;9529;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Hilltop;42.407386657000004;26.198429746500000;4695320.678999999500000;434040.764137306;96.0;38; ;East;"northeast of mound rectangular Robbers trench
photo #70-76";files/app/668018f8-69c4-4174-90e2-30bf096530f1_image-1505120661759.original.jpg;0;30;1.7;25; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Looting; ;4 - minimal;Looting;Unknown;[01,irregular,5,5,1.5,see the drawing]; ;files/app/9eceeb51-8880-4303-bcff-1964a9dcbba1_image-1505120731163.original.jpg - files/app/b2cdf406-56e5-4c6c-8fd1-bd7ca0bd2746_image-1505120936958.original.jpg;1055;1000051505988050770;202677;Stephanie Black;2017-09-21 10:01:01.606 GMT;Stephanie Black;2017-09-21 10:01:01 GMT;202677;Stephanie Black;2017-09-21 13:00:50+03:00;42.4071683987409;26.1986166991185;4695296.29849595;434055.919486894; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;9529;top;26.1984005;42.4073982
223;1000031505120000000.000000000000000;9530;Vera Dolezalkova;2017-09-11 09:13:28.236 GMT;Vera Dolezalkova;2017-09-11 09:22:16 GMT;9530;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Lower slope;42.405176530699997;26.199122006000000;4695074.734000000200000;434095.415317304;3.0;39; ;South;photo #77-85;files/app/49988176-bb77-4205-a04f-c3c347832f17_image-1505121273169.original.jpg;4;42;3.8;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Looting; ;4 - minimal;Looting;Unknown;"[01,irregular,18,10,2.5,cut in almost whole profile of the mound in ne quarter;02,trench,20,1,1,trench through the whole mound in upper west part;03,rectangular,1.2,1,1,for all Robbers trenches see drawing]
"; ;files/app/04ee0632-d55a-482b-9783-26432ae85b55_image-1505121723133.original.jpg - files/app/066d5fbc-52be-4d75-8dad-15af36a436cc_image-1505121647714.original.jpg - files/app/3b15c618-47d4-4a98-8e9e-ca5f056d9eba_image-1505121536401.original.jpg;1058;1000051505988072978;202678;Stephanie Black;2017-09-21 10:01:24.608 GMT;Stephanie Black;2017-09-21 10:01:24 GMT;202678;Stephanie Black;2017-09-21 13:01:10+03:00;42.4050072254444;26.1995083443827;4695055.63493972;434127.03032501; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21/09/2017; ; ; ; ;9530;top;26.1991005;42.4052010
224;1000031505120000000.000000000000000;9531;Vera Dolezalkova;2017-09-11 09:30:14.148 GMT;Adela Sobotkova;2017-09-18 15:47:34 GMT;9531;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Lower slope;42.401847938600000;26.205508886299999;4694700.200000000200000;434617.54120856;3.0;40; ;South; ;files/app/6cb8960f-ab6b-486a-b2e7-9285b1ebca4e_image-1505122335886.original.jpg;0;19;0.6;16; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting; ;4 - minimal;Looting;Unknown;[01,irregular,8,4,0.5]; ;files/app/389b6e01-9b0a-4cc9-9ae1-6cadddf2a246_image-1505122406574.original.jpg - files/app/c9484273-d37b-46bf-b3b4-4280c1f03805_image-1505122422853.original.jpg;1100;1000051505988615529;202697;Stephanie Black;2017-09-21 10:10:25.481 GMT;Stephanie Black;2017-09-21 10:10:25 GMT;202697;Stephanie Black;2017-09-21 13:10:13+03:00;42.4017220164304;26.2055306307615;4694686.20099896;434619.199932117; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;9531;top;26.2054996;42.4017982
225;1000031505450000000.000000000000000;9586;Vera Dolezalkova;2017-09-15 05:30:47.418 GMT;Vera Dolezalkova;2017-09-15 05:38:31 GMT;9586;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Lower slope;42.318143554700001;26.614851905999998;4685172.139000000400000;468262.303824041;3.0;93;173.9;North;photo #1-2;files/app/cffbc5b7-0fc6-467f-915f-238686cb70f0_image-1505454051695.original.jpg;7;45;6;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;3 - impaired;Looting;Unknown;[01, rectangular, 1.5, 1, 0.5, 3 animal holes]; ;files/app/a82f5032-7b94-4769-9ce3-7a1821169ed4_image-1505453885221.original.jpg - files/app/e0c9ab2e-b92c-4e8f-ad13-ef9d94c7a7ff_image-1505453678716.original.jpg;1531;1000021505999058975;204602;Isaac Roberts;2017-09-21 13:04:27.593 GMT;Isaac Roberts;2017-09-21 13:04:27 GMT;204602;Isaac Roberts;2017-09-21 16:04:17+03:00;42.317133477736;26.6142803256561;4685060.19822163;468214.694995138; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;9586;85;26.6149006;42.3181000
226;1000031505450000000.000000000000000;9587;Vera Dolezalkova;2017-09-15 05:46:10.754 GMT;Vera Dolezalkova;2017-09-15 05:46:10 GMT;9587;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Lower slope;42.318831484599997;26.615196417700002;4685248.394999999600000;468291.038352461;3.0;94; ;East;"photo #3
west half of mound is cut by road in north west direction and damaged by deep ploughing.";files/app/08dc028d-ec1f-47c7-bcbf-dade8fb971fa_image-1505454670488.original.jpg;2;30; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1533;1000021505999117556;204603;Isaac Roberts;2017-09-21 13:05:28.246 GMT;Isaac Roberts;2017-09-21 13:05:28 GMT;204603;Isaac Roberts;2017-09-21 16:05:16+03:00;42.3181501840689;26.6148962549973;4685172.85861815;468265.961689596; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21/09/2017; ; ; ; ;9587;85;26.6152000;42.3188019
227;1000031505450000000.000000000000000;9588;Vera Dolezalkova;2017-09-15 05:55:37.712 GMT;Vera Dolezalkova;2017-09-15 06:10:12 GMT;9588;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Lower slope;42.316301906400000;26.613226692800001;4684968.258999999600000;468127.450421332;3.0;95; ;South;photo # 4-8;files/app/0e325680-d5ea-424b-8611-1a6a84e8b2d3_image-1505455699384.original.jpg;7;45; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;3 - impaired;Looting;Unknown;"[01, oval, 3.5, 3,1; 02, oval, 3.5, 3, 1; 03, rectangular, 3, 2.5, 0.8; 04, oval, 4, 3.5, 1, all RT shallow]"; ;files/app/02e80851-60e8-41a2-9758-f4143fe043b0_image-1505455104333.original.jpg - files/app/13258484-7a53-4df8-a52e-34ab275c37c2_image-1505455795117.original.jpg - files/app/2c76a282-33fb-4d56-863f-8c54b6eeefba_image-1505455484105.original.jpg - files/ap;1528;1000021505999034480;204601;Isaac Roberts;2017-09-21 13:04:04.408 GMT;Isaac Roberts;2017-09-21 13:04:04 GMT;204601;Isaac Roberts;2017-09-21 16:03:53+03:00;42.3159616940678;26.6132161019026;4684930.48695939;468126.405983359; ;Mound;Hairy brown circle;TopomapRU 1:50k;6;Y;21/09/2017; ; ; ; ;9588;top;26.6131992;42.3162994
228;1000031505460000000.000000000000000;9589;Vera Dolezalkova;2017-09-15 06:14:07.697 GMT;Vera Dolezalkova;2017-09-15 06:14:07 GMT;9589;Burial Mound;Survey; ;Pasture (grassland);Pasture (grassland);Lower slope;42.315218993800002;26.612290905199998;4684848.367999999800000;468049.787759319;3.0;96; ;Southwest;photo #9;files/app/c433177a-8603-492f-b3e1-3a3ac605e12f_image-1505456156088.original.jpg;1;15; ;13; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Natural; ;3 - impaired;Unknown;Unknown; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6123009;42.3152008
229;1000031505460000000.000000000000000;9590;Vera Dolezalkova;2017-09-15 06:16:50.276 GMT;Vera Dolezalkova;2017-09-15 06:16:50 GMT;9590;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Lower slope;42.314616652300003;26.611977689200000;4684781.604000000300000;468023.671395031;3.0;97; ;South;photo #10;files/app/e66659c2-88e2-4dc2-bdd8-4a65e8e082ea_image-1505456415441.original.jpg;0;19; ;18; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Natural; ;3 - impaired;Unknown;Unknown; ; ; ;1524;1000021505999001324;204600;Isaac Roberts;2017-09-21 13:03:32.803 GMT;Isaac Roberts;2017-09-21 13:03:32 GMT;204600;Isaac Roberts;2017-09-21 16:03:20+03:00;42.31496817758;26.6106583505719;4684821.13272058;467915.125101393; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;9590;100;26.6119995;42.3146019
230;1000031505460000000.000000000000000;9591;Vera Dolezalkova;2017-09-15 06:40:12.497 GMT;Vera Dolezalkova;2017-09-15 06:40:12 GMT;9591;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Upper slope;42.308799696999998;26.608582750499998;4684136.998999999800000;467740.92894249;3.0;98; ;East;photo 11;files/app/e0a80319-806a-4844-90e3-3a8c218d97bb_image-1505457685430.original.jpg;0;20; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6086006;42.3087997
231;1000031505460000000.000000000000000;9592;Vera Dolezalkova;2017-09-15 06:46:11.746 GMT;Vera Dolezalkova;2017-09-15 06:46:11 GMT;9592;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Upper slope;42.306301934700002;26.608561353700001;4683859.667999999600000;467737.890101325;3.0;99; ;South;photo 12;files/app/01ab0feb-697b-4ea5-9a4f-fb2859ee3279_image-1505458102466.original.jpg;0;18; ;18; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6086006;42.3063011
232;1000031505460000000.000000000000000;9593;Vera Dolezalkova;2017-09-15 06:51:01.756 GMT;Vera Dolezalkova;2017-09-15 06:51:01 GMT;9593;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.305447091399998;26.608605020599999;4683764.734000000200000;467741.052669418;3.0;100; ;South;photo 13, white limestones scattered around the top of the mound;files/app/b9f204dc-481e-4ff5-bfa8-fafd4f6c2a85_image-1505458473621.original.jpg;0;16; ;16; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6086006;42.3054008
233;1000031505460000000.000000000000000;9594;Vera Dolezalkova;2017-09-15 06:55:58.672 GMT;Vera Dolezalkova;2017-09-15 06:55:58 GMT;9594;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.305146665199999;26.608724363200000;4683731.331000000200000;467750.735617005;3.0;101; ;South;photo 14;files/app/4b935be7-9d7d-4d7d-8c37-1d125fd4dac6_image-1505458662101.original.jpg;0;17; ;17; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6086998;42.3050995
234;1000031505460000000.000000000000000;9595;Vera Dolezalkova;2017-09-15 06:58:37.170 GMT;Vera Dolezalkova;2017-09-15 06:58:37 GMT;9595;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Lower slope;42.305127008900001;26.608285466200002;4683729.315000000400000;467714.551262703;3.0;102; ;West;photo 15;files/app/a29136c1-5cb4-414a-b2dd-d72164fb4962_image-1505458829447.original.jpg;0;14; ;14; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1443;1000021505997616096;204578;Isaac Roberts;2017-09-21 12:40:26.433 GMT;Isaac Roberts;2017-09-21 12:40:26 GMT;204578;Isaac Roberts;2017-09-21 15:40:14+03:00;42.3049190218618;26.6084059081741;4683706.17509685;467724.371973813; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;9595;top;26.6082993;42.3050995
235;1000031505460000000.000000000000000;9596;Vera Dolezalkova;2017-09-15 07:01:16.265 GMT;Vera Dolezalkova;2017-09-15 07:01:16 GMT;9596;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.304542236200000;26.607990400799999;4683664.496000000300000;467689.932668015;3.0;103; ;South;photo 16;files/app/ac4ad0d1-4432-4f68-a2b2-323addd722e9_image-1505458984769.original.jpg;0;17; ;17; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6079998;42.3045006
236;1000031505460000000.000000000000000;9597;Vera Dolezalkova;2017-09-15 07:25:00.291 GMT;Vera Dolezalkova;2017-09-15 07:25:00 GMT;9597;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Upper slope;42.312586676400002;26.610593941800001;4684556.727000000000000;467908.607428483;3.0;104; ;South;photo #17;files/app/6a235d48-e05f-469f-b703-de15fe51ddcf_image-1505460494100.original.jpg;0;24; ;24; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1522;1000021505998981298;204599;Isaac Roberts;2017-09-21 13:03:14.658 GMT;Isaac Roberts;2017-09-21 13:03:14 GMT;204599;Isaac Roberts;2017-09-21 16:02:59+03:00;42.3120652326058;26.6101336011065;4684499.00163601;467870.404967071; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21/09/2017; ; ; ; ;9597;40;26.6105995;42.3125992
237;1000031505460000000.000000000000000;9598;Vera Dolezalkova;2017-09-15 07:35:08.706 GMT;Vera Dolezalkova;2017-09-15 07:35:08 GMT;9598;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.313396157600003;26.606636139700001;4684648.106999999800000;467582.855420979;3.0;105; ;Northeast;photo 18;files/app/fa537e9b-89b6-44b0-9661-ea239f1e649d_image-1505461033101.original.jpg;0;19; ;18; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6065998;42.3134003
238;1000031505460000000.000000000000000;9599;Vera Dolezalkova;2017-09-15 07:41:57.150 GMT;Vera Dolezalkova;2017-09-15 07:44:34 GMT;9599;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Lower slope;42.313680840600000;26.605820169899999;4684680.027999999900000;467515.757580063;3.0;106; ;Northeast; ;files/app/97bfdf26-6e4f-4c25-8142-0b50fd283f41_image-1505461650221.original.jpg;5;29; ;29; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting; ;3 - impaired;Looting;Unknown;[01,irregular, 6,3,1.5,brush in the circle around the mound]; ;files/app/3f96dd22-8d52-4d43-bb18-f43d7b92295d_image-1505461417963.original.jpg - files/app/6f810dc7-7e67-4c7a-8866-dd8a47ceb7fa_image-1505461458066.original.jpg;1438;1000021505997553921;204577;Isaac Roberts;2017-09-21 12:39:27.221 GMT;Isaac Roberts;2017-09-21 12:39:27 GMT;204577;Isaac Roberts;2017-09-21 15:39:11+03:00;42.3134093024813;26.6055541869424;4684649.97954534;467493.69824148; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;9599;10;26.6058006;42.3137016
239;1000031505460000000.000000000000000;9600;Vera Dolezalkova;2017-09-15 08:08:02.774 GMT;Vera Dolezalkova;2017-09-15 08:08:02 GMT;9600;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Valley Bottom or Plain;42.317795876399998;26.602269206500001;4685138.303999999500000;467225.25861949;3.0;107; ;West;photo #22;files/app/4a39df0e-d62a-4052-99f2-9f2994b10bac_image-1505463043836.original.jpg;0;17; ;17; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;1431;1000021505997491399;204576;Isaac Roberts;2017-09-21 12:38:24.296 GMT;Isaac Roberts;2017-09-21 12:38:24 GMT;204576;Isaac Roberts;2017-09-21 15:38:10+03:00;42.3183006684745;26.6017469962935;4685194.55467741;467182.488461185; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;9600;50;26.6023006;42.3177986
240;1000031505460000000.000000000000000;9601;Vera Dolezalkova;2017-09-15 08:20:10.296 GMT;Vera Dolezalkova;2017-09-15 08:22:44 GMT;9601;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Valley Bottom or Plain;42.319757404000001;26.598253797000002;4685357.656999999700000;466895.399138865;3.0;108; ;West;photo #23-24;files/app/a4bce1b9-548e-4b83-85d8-f63eabaa991c_image-1505463954839.original.jpg;0;24; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting;animal activity;3 - impaired;Animal activity;Unknown;[01, oval, 3, 2.5, 0.5, north half of mound]; ;files/app/a33d059d-6c05-4f7c-9f34-22932c1a0e07_image-1505463742093.original.jpg;1423;1000021505997408798;204573;Isaac Roberts;2017-09-21 12:36:59.626 GMT;Isaac Roberts;2017-09-21 12:36:59 GMT;204573;Isaac Roberts;2017-09-21 15:36:47+03:00;42.3194408403049;26.5981607536176;4685322.54318306;466887.566210526; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;9601;10;26.5983009;42.3198013
241;1000031505460000000.000000000000000;9602;Vera Dolezalkova;2017-09-15 08:27:30.133 GMT;Vera Dolezalkova;2017-09-15 08:27:30 GMT;9602;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.319808352499997;26.598781631700000;4685363.109000000200000;466938.920392885;3.0;109; ;North;photo #25;files/app/1f3483ba-3da5-4056-b760-451d9e0552d0_image-1505464131026.original.jpg;0;15; ;15; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1426;1000021505997434520;204574;Isaac Roberts;2017-09-21 12:37:24.116 GMT;Isaac Roberts;2017-09-21 12:37:24 GMT;204574;Isaac Roberts;2017-09-21 15:37:13+03:00;42.3191101580012;26.5990666544227;4685285.47368062;466962.0415503; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;9602;50;26.5988007;42.3198013
242;1000031505460000000.000000000000000;9603;Vera Dolezalkova;2017-09-15 08:31:20.607 GMT;Vera Dolezalkova;2017-09-15 08:31:20 GMT;9603;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.319515113000001;26.599831755600000;4685330.140999999800000;467025.299427968;3.0;110; ;East;photo #26;files/app/e6a72056-084a-4998-af14-5f4c3ee12f2b_image-1505464579967.original.jpg;0;15; ;15; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1429;1000021505997471915;204575;Isaac Roberts;2017-09-21 12:38:04.539 GMT;Isaac Roberts;2017-09-21 12:38:04 GMT;204575;Isaac Roberts;2017-09-21 15:37:49+03:00;42.3195276981864;26.6000829193552;4685331.44134949;467046.002444352; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;9603;top;26.5998001;42.3195000
243;1000031505470000000.000000000000000;9604;Vera Dolezalkova;2017-09-15 09:00:24.066 GMT;Vera Dolezalkova;2017-09-15 09:00:24 GMT;9604;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.320979053599999;26.611228874799998;4685488.337000000300000;467965.189892063;3.0;111; ;West;photo 27;files/app/3db8392c-f0f2-4b1c-9e05-f68c9bcb4e6b_image-1505466131343.original.jpg;0;19; ;19; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;4 - minimal;Agriculture;Last week; ; ; ;1535;1000021505999141398;204604;Isaac Roberts;2017-09-21 13:05:52.430 GMT;Isaac Roberts;2017-09-21 13:05:52 GMT;204604;Isaac Roberts;2017-09-21 16:05:40+03:00;42.3202201560112;26.6112341724974;4685404.07062648;467965.24146415; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;9604;50;26.6112003;42.3209991
