FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterMax;HeightMin;DiameterMin;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
73;1.000.021.505.910.000.000.000.000.000.000.000;8210;Bara Weissova;2017-09-20 11:24:07.239 GMT;Bara Weissova;2017-09-20 11:24:54 GMT;8210;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Hilltop;42.366.124.631.200.000;26.524.673.061.000.000;4.690.537.326.999.990.000.000;460.860.973.194.862;3.0;209; ;Northeast; ;files/app/a9c5694b-fdaf-451b-9c12-b976bbd0cd9a_image-1505906884108.original.jpg;0;20; ;15; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;3 - impaired;Looting;Unknown;01, rectangle,2,1,0.4, manual excavation; ;files/app/287553db-d77d-4de5-b642-643e639abf5d_image-1505907003367.original.jpg - files/app/ddccdd9c-9501-4efc-9248-0859e7b5bdd9_image-1505906826007.original.jpg;1745;1,00E+18;204168;Briana Barton;2017-09-21 14:24:05.725 GMT;Briana Barton;2017-09-21 14:24:05 GMT;204168;Briana Barton;2017-09-21 17:23:56+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8210;20;265.247.002;423.661.003
74;1.000.011.505.980.000.000.000.000.000.000.000;8211;Adela Sobotkova;2017-09-21 08:52:07.461 GMT;Adela Sobotkova;2017-09-21 08:58:09 GMT;8211;Burial Mound;Legacy verification;on the top of a hilltop, overgrown with a semidense scrub;Scrub;Scrub;Hilltop;42.385.194.349.400.000;26.262.939.898.999.900;4.692.808.430.999.990.000.000;439.327.798.732.109;3.0;110;257.8;North; ;files/app/350242ba-67eb-4068-9474-d8f5c4b59425_image-1505984560948.original.jpg;0;25; ;25; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Looting; ;4 - minimal;Looting;Unknown;[01,Tshape,5,2.6,1.2]; ;files/app/03c30c4c-238d-4535-b49b-26cf15eac8cd_image-1505984394301.original.jpg - files/app/46f6e938-cd85-4a0f-80da-bf7c094107e8_image-1505984351040.original.jpg;1813;1,00E+18;202915;Stephanie Black;2017-09-21 14:41:47.840 GMT;Stephanie Black;2017-09-21 14:41:47 GMT;202915;Stephanie Black;2017-09-21 17:41:35+03:00;423.854.620.687.593;262.621.210.590.269;469.283.874.242.328;439.260.652.440.447; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;2;Y;21-09-2017;257.8; ; ; ;8211;15;262.628.994;423.852.005
75;1.000.011.505.990.000.000.000.000.000.000.000;8212;Adela Sobotkova;2017-09-21 10:06:59.080 GMT;Adela Sobotkova;2017-09-21 10:06:59 GMT;8212;Extinct Burial Mound;Legacy verification;inside of an army object, guard claims there is nothing;Other (explain in notes);Other (explain in notes);Hilltop;42.346.469.770.799.900;26.306.362.514.900.000;4.688.478.495.000.000.000.000;442.867.133.206.088;3.0;0; ;South; ;files/app/444522cf-d649-41c1-bb3d-5c4c1cc699ac_image-1505988425243.original.jpg;0;0;0; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;0 - No observation;Construction; ;5- none or nearly none;Urban development;Other; ; ; ;1900;1,00E+18;202959;Stephanie Black;2017-09-21 15:03:47.179 GMT;Stephanie Black;2017-09-21 15:03:47 GMT;202959;Stephanie Black;2017-09-21 18:03:32+03:00;423.444.876.498.501;263.093.129.617.161;468.825.642.997.491;443.108.366.679.132; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8212;10;263.087.997;423.446.999
76;1.000.011.505.990.000.000.000.000.000.000.000;8213;Adela Sobotkova;2017-09-21 11:23:44.151 GMT;Adela Sobotkova;2017-09-21 11:25:33 GMT;8213;Burial Mound;Legacy verification;Lozenski bair;Forest;Scrub;Hilltop;42.337.951.690.600.000;26.322.365.789.999.900;4.687.522.053.999.990.000.000;444.177.746.645.799;3.0;111;295.1;Northwest;only top of the mound enables view to the valley;files/app/51706243-7348-42f4-9cb0-e90d346217df_image-1505993822106.original.jpg;0;25; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Looting; ;4 - minimal;Looting;Unknown;[01,rectangular,3,2.1,1.5,three quartz stones lined in NS direction in RT]; ;files/app/58dbac7f-3bd6-4dca-8fd7-e2ceb9d51fc5_image-1505993702181.original.jpg - files/app/7fd301cb-6945-404c-b0c9-078cd65b66f7_image-1505993680724.original.jpg;1901;1,00E+18;202960;Stephanie Black;2017-09-21 15:04:14.402 GMT;Stephanie Black;2017-09-21 15:04:14 GMT;202960;Stephanie Black;2017-09-21 18:04:00+03:00;423.380.169.711.456;26.321.989.290.925;468.752.954.926.834;444.146.788.987.078; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8213;top;263.223.991;423.380.013
77;1.000.011.506.000.000.000.000.000.000.000.000;8214;Adela Sobotkova;2017-09-21 12:53:07.019 GMT;Adela Sobotkova;2017-09-21 13:03:42 GMT;8214;Burial Mound;Legacy verification; ;Forest;Forest;Upper slope;42.348.691.123.099.900;26.333.782.402.000.000;4.688.707.091.000.000.000.000;445.127.570.007.564;3.0;112; ;West; ;files/app/6adbf7fe-7391-4243-b439-c473e928ccd3_image-1505999063466.original.jpg;0;40; ;35; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;No observation; ;1 - full;None;None; ; ; ;1904;1,00E+18;202963;Stephanie Black;2017-09-21 15:05:26.822 GMT;Stephanie Black;2017-09-21 15:05:26 GMT;202963;Stephanie Black;2017-09-21 18:05:15+03:00;423.484.427.867.736;263.338.225.537.084;468.867.949.086.524;445.130.661.095.727; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8214;top;263.337.994;423.487.015
78;1.000.011.506.000.000.000.000.000.000.000.000;8215;Adela Sobotkova;2017-09-21 12:53:28.908 GMT;Adela Sobotkova;2017-09-21 12:53:28 GMT;8215;Extinct Burial Mound;Legacy verification; ;Forest;Forest;Upper slope;42.348.962.647.599.900;26.333.323.978.100.000;4.688.737.536.000.000.000.000;445.090.048.490.657;3.0;113; ;North; ;files/app/6045fc1f-08ab-425c-b0e7-0375103d9f5f_image-1505999467368.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;No observation; ;5- none or nearly none;Not available;Other; ; ; ;1905;1,00E+18;202964;Stephanie Black;2017-09-21 15:05:49.688 GMT;Stephanie Black;2017-09-21 15:05:49 GMT;202964;Stephanie Black;2017-09-21 18:05:38+03:00;42.349.063.173.386;263.334.913.027.772;468.874.859.007.926;44.510.391.751.176; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8215;top;263.332.996;423.489.990
79;1.000.021.506.000.000.000.000.000.000.000.000;8216;Bara Weissova;2017-09-21 13:19:42.001 GMT;Bara Weissova;2017-09-23 10:16:35 GMT;8216;Surface Scatter;Survey; ;Annual agriculture;Annual agriculture;Upper slope;42.348.332.643.799.900;26.332.212.421.099.900;4.688.668.301.000.000.000.000;444.997.946.819.573;3.0;0; ;South; ;files/app/a3e89063-fba2-4991-bcc2-fd4ad0efa8ec_image-1505999991766.original.jpg;0;0; ;0; ;0.000000000000000;0.000000000000000; ;Artefact scatter;density equals 1sherd per 2 sq. meters, approx. 200 per 150 meters;No; ;files/app/033a72d6-7347-4049-aee2-88cd558949ed_image-1506164773815.original.jpg - files/app/aee75ca6-da36-4730-af6a-95da9c645f7f_image-1506164754404.original.jpg;0 - No observation;Agriculture; ;No observation;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;263.321.991;423.483.009
80;1.000.021.506.000.000.000.000.000.000.000.000;8217;Bara Weissova;2017-09-21 13:25:38.457 GMT;Bara Weissova;2017-09-21 13:27:30 GMT;8217;Extinct Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Lower slope;42.347.165.442.300.000;26.331.535.738.900.000;4.688.539.137.000.000.000.000;444.941.193.320.656;3.0;118; ;North; ;files/app/260690e9-79c7-4f2b-8e2e-e7c3d9b04eba_image-1506000377941.original.jpg;0;20; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;No observation; ;5- none or nearly none;Not available;Unknown; ; ; ;1903;1,00E+18;202962;Stephanie Black;2017-09-21 15:05:00.398 GMT;Stephanie Black;2017-09-21 15:05:00 GMT;202962;Stephanie Black;2017-09-21 18:04:47+03:00;423.471.552.464.822;263.318.766.784.797;468.853.778.432.466;444.969.266.414.072; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8217;top;263.314.991;423.471.985
81;1.000.021.506.590.000.000.000.000.000.000.000;8218;Bara Weissova;2017-09-28 08:07:45.704 GMT;Bara Weissova;2017-09-28 08:07:45 GMT;8218;Surface Scatter;Survey;scatter still visible at GPS 119;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.397.635.000.000.000;26.323.918.333.300.000;4.694.148.075.000.000.000.000;44.435.834.200.046;1.3;116; ;North; ;files/app/2244ba59-3b81-4bee-9dd7-0249542b6814_image-1506586115012.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter; ;Yes;Iron Age, Roman;files/app/4c26f6e0-827f-4246-8e2e-efd449f111f6_image-1506586210439.original.jpg - files/app/f9db91f6-771f-4903-9f0a-d6a53fe71733_image-1506586169278.original.jpg;0 - No observation;Agriculture; ;No observation;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;263.239.002;423.975.983
82;1.000.021.506.590.000.000.000.000.000.000.000;8219;Bara Weissova;2017-09-28 08:24:59.211 GMT;Bara Weissova;2017-09-28 08:26:49 GMT;8219;Burial Mound;Legacy verification;very good view from the mound;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.393.524.999.999.900;26.326.568.333.299.900;4.693.689.980.000.000.000.000;444.572.821.710.642;1.1;117; ;West; ;files/app/47fd6e37-617d-4d29-8fcd-967d36166e4c_image-1506587336401.original.jpg;0;45; ;42; ;0.000000000000000;0.000000000000000; ;Artefact scatter;connected with the site 8217?;No;Iron Age; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1800;1,00E+18;202909;Stephanie Black;2017-09-21 14:39:15.157 GMT;Stephanie Black;2017-09-21 14:39:15 GMT;202909;Stephanie Black;2017-09-21 17:39:03+03:00;423.934.271.457.539;263.257.786.810.526;469.367.962.996.333;444.507.742.441.745; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8219;30;263.265.991;423.935.013
83;1.000.021.506.590.000.000.000.000.000.000.000;8220;Bara Weissova;2017-09-28 08:40:19.407 GMT;Bara Weissova;2017-09-28 08:46:23 GMT;8220;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.393.758.333.299.900;26.327.071.666.700.000;4.693.715.560.999.990.000.000;444.614.454.195.088;1.4;118; ;North; ;files/app/4350372d-b2e3-4023-9548-7fab40695482_image-1506588315021.original.jpg;0;50; ;45; ;0.000000000000000;0.000000000000000; ;Artefact scatter; ;No;Roman;files/app/459de5a7-20cd-4ab6-91d2-b2b106b866e1_image-1506588130601.original.jpg - files/app/ecca27e9-7154-4c1e-ab2f-2122134a7937_image-1506588213959.original.jpg;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;263.271.008;423.937.988
84;1.000.021.506.590.000.000.000.000.000.000.000;8221;Bara Weissova;2017-09-28 09:49:12.056 GMT;Bara Weissova;2017-09-28 09:50:36 GMT;8221;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.435.645.000.000.000;26.395.095.000.000.000;4.698.324.456.000.000.000.000;450.246.274.122.452;1.0;120; ;North; ;files/app/34e7c46e-5c40-4521-b31f-7de54598706f_image-1506592511821.original.jpg;0;25; ;22; ;0.000000000000000;0.000000000000000; ;Loose artefacts;Ottoman?;No; ;files/app/8b0772e6-4f58-4d03-a69d-5ede3e9f3205_image-1506592282827.original.jpg - files/app/ee23041c-79c1-481f-ab40-23251aa8bfa5_image-1506592350659.original.jpg;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1716;1,00E+18;202877;Stephanie Black;2017-09-21 14:14:34.025 GMT;Stephanie Black;2017-09-21 14:14:34 GMT;202877;Stephanie Black;2017-09-21 17:14:23+03:00;424.362.785.116.715;263.949.669.369.869;469.839.487.439.662;450.236.242.089.285; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8221;45;263.950.996;424.356.003
85;1.000.021.506.590.000.000.000.000.000.000.000;8222;Bara Weissova;2017-09-28 10:15:56.360 GMT;Bara Weissova;2017-09-28 10:16:29 GMT;8222;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.423.895.000.000.000;26.399.938.333.300.000;4.697.016.934.999.990.000.000;450.635.422.611.689;1.2;121; ;Northwest; ;files/app/1c4b5074-b762-4d6d-a063-1d32afe5a1a3_image-1506593886253.original.jpg;0;30; ;26; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1767;1,00E+18;202894;Stephanie Black;2017-09-21 14:31:39.293 GMT;Stephanie Black;2017-09-21 14:31:39 GMT;202894;Stephanie Black;2017-09-21 17:31:24+03:00;424.236.343.100.571;264.001.144.942.691;469.698.788.642.858;45.064.971.022.786; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8222;top;263.999.004;424.239.006
86;1.000.021.506.600.000.000.000.000.000.000.000;8223;Bara Weissova;2017-09-28 10:42:17.426 GMT;Bara Weissova;2017-09-28 10:43:29 GMT;8223;Burial Mound;Legacy verification;destroyed elevation marker on top;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.412.403.333.299.900;26.392.896.666.700.000;4.695.745.046.000.000.000.000;450.047.011.592.839;1.1;122; ;East; ;files/app/c6abc283-9d75-4fbc-ae38-6a2a32dce81b_image-1506595480916.original.jpg;1;34; ;31; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;2889; ; ;Bara Weissova;03-08-2018; ; ; ; ; ; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;03-08-2018; ; ; ; ;8223;top;263.929.005;424.123.993
87;1.000.021.506.600.000.000.000.000.000.000.000;8224;Bara Weissova;2017-09-28 11:45:02.069 GMT;Bara Weissova;2017-09-28 11:46:06 GMT;8224;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.403.431.666.700.000;26.432.468.333.300.000;4.694.726.344.999.990.000.000;453.296.357.838.583;1.1;123;162.5;South; ;files/app/f0a80108-c3a4-49b4-99fe-252bbc8e67d5_image-1506599239769.original.jpg;0;21; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1789;1,00E+18;202904;Stephanie Black;2017-09-21 14:37:06.390 GMT;Stephanie Black;2017-09-21 14:37:06 GMT;202904;Stephanie Black;2017-09-21 17:36:54+03:00;424.032.347.563.985;264.324.650.262.758;469.470.448.197.991;453.295.939.640.829; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8224;top;264.325.008;424.034.004
88;1.000.021.506.600.000.000.000.000.000.000.000;8225;Bara Weissova;2017-09-28 12:59:59.491 GMT;Bara Weissova;2017-09-28 13:02:43 GMT;8225;Burial Mound;Legacy verification;large elevation marker on top;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.427.278.333.300.000;26.456.980.000.000.000;4.697.361.032.999.990.000.000;455.330.418.921.029;0.8;124;166.1;South; ;files/app/b834899c-bd50-49ba-b315-ac8b33939f4f_image-1506603821414.original.jpg;0;51; ;48; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture;dirt road crossing the mound;4 - minimal;Agriculture;Last month; ; ; ;2890; ; ;Bara Weissova;03-08-2018; ; ; ; ; ; ; ; ; ; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;1;Y;03-08-2018; ; ; ; ;8225;top;264.570.007;424.272.995
89;1.000.021.506.610.000.000.000.000.000.000.000;8226;Bara Weissova;2017-09-28 13:43:53.829 GMT;Bara Weissova;2017-09-28 13:45:38 GMT;8226;Burial Mound;Legacy verification;destroyed elevation market on top;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.443.635.000.000.000;26.421.276.666.699.900;4.699.196.639.000.000.000.000;452.405.782.929.528;1.2;125;159.4;South; ;files/app/faa50a9e-4fd1-48ce-bf5a-9a1e75edc501_image-1506606370213.original.jpg;0;32; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1715;1,00E+18;202876;Stephanie Black;2017-09-21 14:14:01.489 GMT;Stephanie Black;2017-09-21 14:14:01 GMT;202876;Stephanie Black;2017-09-21 17:13:53+03:00;424.433.422.303.423;264.212.486.735.041;469.916.414.612.005;45.240.325.915.017; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8226;top;264.213.009;424.435.997
90;1.000.011.505.100.000.000.000.000.000.000.000;8304;Adela Sobotkova;2017-09-11 04:24:56.833 GMT;Adela Sobotkova;2017-09-11 04:29:56 GMT;8304;Burial Mound;Legacy verification;mound in ploughed field,dry limestone extrusion on SE side, ploughed up and lighter colour than the surrounding;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.406.075.831.499.900;26.248.168.516.200.000;4.695.137.707.000.000.000.000;438.132.378.924.956;3.0;3; ;Southeast;slr#49;files/app/11548b99-6dc2-414e-8578-40ea3fb8d1df_image-1505103936752.original.jpg;0;13; ;12; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ;ploughed up sprawling mound; ;1076;1,00E+18;202686;Stephanie Black;2017-09-21 10:04:52.913 GMT;Stephanie Black;2017-09-21 10:04:52 GMT;202686;Stephanie Black;2017-09-21 13:04:41+03:00;424.058.951.794.957;262.480.939.402.332;469.511.770.257.975;438.126.064.560.826; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8304;top;262.481.995;424.061.012
91;1.000.011.505.100.000.000.000.000.000.000.000;8305;Adela Sobotkova;2017-09-11 04:39:22.223 GMT;Adela Sobotkova;2017-09-11 04:39:22 GMT;8305;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Hilltop;42.402.976.330.900.000;26.246.963.479.300.000;4.694.794.424.999.990.000.000;438.030.166.351.127;3.0;4; ;Southwest;slr#050;files/app/80354079-819c-44a7-903a-b34899a80c10_image-1505104838654.original.jpg;0;22; ;16; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1082;1,00E+18;202688;Stephanie Black;2017-09-21 10:06:07.830 GMT;Stephanie Black;2017-09-21 10:06:07 GMT;202688;Stephanie Black;2017-09-21 13:05:55+03:00;424.030.089.330.298;26.246.735.032.395;469.479.821.130.549;438.011.398.703.351; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8305;top;262.469.997;424.029.999
92;1.000.011.505.110.000.000.000.000.000.000.000;8306;Adela Sobotkova;2017-09-11 04:48:56.958 GMT;Adela Sobotkova;2017-09-11 04:48:56 GMT;8306;Burial Mound;Legacy verification;lozenge shaped near extinct mound;Annual agriculture;Scrub;Hilltop;42.402.467.344.500.000;26.247.358.420.000.000;4.694.737.620.000.000.000.000;438.062.166.822.606;3.0;5; ;Northwest;slr#51-52;files/app/3464a5ce-ea15-4913-b89d-57f91767c50f_image-1505105350825.original.jpg;1;22; ;7; ;0.000000000000000;0.000000000000000;short dimension refers to scrubby area only, mound extends into the ploughed field;Other;field stones of small size piled on top, some;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;1.000.011.505.110.000.000.000.000.000.000.000;8307;Adela Sobotkova;2017-09-11 05:28:20.849 GMT;Adela Sobotkova;2017-09-11 05:28:20 GMT;8307;Extinct Burial Mound;Legacy verification;bulldozed destroyed mound? soilmark of light brown soil and limestonea scatter;Other (explain in notes) (freshly bulldozer field with ripped vineyard and brush);Other (explain in notes) (see LU note above);Hilltop;42.390.773.514.199.900;26.245.323.370.700.000;4.693.440.651.999.990.000.000;437.883.161.412.001;3.0;6; ;Northeast;slr#54;files/app/4481e5ea-9697-47ff-99a6-947d1c03939a_image-1505107799548.original.jpg;0;35; ;30; ;0.000000000000000;0.000000000000000; ;Other;field stones ploughed up;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last week; ; ; ;1086;1,00E+18;202690;Stephanie Black;2017-09-21 10:06:57.787 GMT;Stephanie Black;2017-09-21 10:06:57 GMT;202690;Stephanie Black;2017-09-21 13:06:45+03:00;423.905.306.155.011;262.450.339.291.569;469.341.389.324.196;437.859.097.966.907; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8307;top;262.453.003;423.908.005
94;1.000.011.505.110.000.000.000.000.000.000.000;8308;Adela Sobotkova;2017-09-11 05:43:07.004 GMT;Adela Sobotkova;2017-09-11 05:43:07 GMT;8308;Uncertain Mound;Survey;extinct mound?;Other (explain in notes);Other (explain in notes);Hilltop;42.389.647.508.300.000;26.245.373.361.700.000;4.693.315.587.000.000.000.000;437.886.165.908.832;3.0;0; ;North;58-57;files/app/ca5c2deb-2798-4525-a268-ab40058da03e_image-1505108629830.original.jpg;0;15; ;12; ;0.000000000000000;0.000000000000000; ;Other;white boulders scattered around;No; ;files/app/7c1e76d6-45df-45c4-8d8f-7bfae364b28f_image-1505108700304.original.jpg - files/app/d6c235de-f276-49f4-88bd-1eee840a3912_image-1505108767205.original.jpg;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last week; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;262.453.995;423.895.988
95;1.000.011.505.110.000.000.000.000.000.000.000;8309;Adela Sobotkova;2017-09-11 05:53:30.547 GMT;Adela Sobotkova;2017-09-11 06:00:18 GMT;8309;Burial Mound;Legacy verification;small lozenge in a field with trees and pile of stones;Annual agriculture;Scrub;Upper slope;42.391.881.497.400.000;26.241.710.407.799.900;4.693.566.326.999.990.000.000;437.586.877.466.927;3.0;8; ;Northwest;slr#59-60;files/app/94d7630e-0203-451a-9da0-23614caa8d6a_image-1505109265583.original.jpg;1;18; ;10; ;0.000000000000000;0.000000000000000; ;Other;field stone scatter in the RT;No; ; ;5 - extinct or near extinct;Looting;agriculture;5- none or nearly none;Agriculture;Last month;[01,roundish,6,3,0.8, large trench overgrown with scrub];mound was looted in the past and recently burnt;files/app/6fe4256d-4774-4815-afcb-9958cd2f957c_image-1505109600772.original.jpg;1087;1,00E+18;202691;Stephanie Black;2017-09-21 10:07:18.156 GMT;Stephanie Black;2017-09-21 10:07:18 GMT;202691;Stephanie Black;2017-09-21 13:07:06+03:00;423.919.863.641.997;262.416.291.588.911;469.357.803.104.277;437.580.293.932.289; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8309;top;262.416.992;423.918.991
96;1.000.011.505.110.000.000.000.000.000.000.000;8310;Adela Sobotkova;2017-09-11 06:07:23.404 GMT;Adela Sobotkova;2017-09-11 06:52:11 GMT;8310;Uncertain Mound;Survey;bluff with manmade embankment and stone walls and features;Annual agriculture;Scrub;Upper slope;42.393.563.882.899.900;26.241.499.445.199.900;4.693.753.290.000.000.000.000;437.571.180.947.884;3.0;9; ;North;#62-65;files/app/7da8de65-4cd0-4375-a19b-f0354d5f6343_image-1505110298136.original.jpg;1;25; ;25; ;0.000000000000000;0.000000000000000; ;Other; ;No; ; ;4 - seriously damaged;Excavation;burning;5- none or nearly none;Other (specify in Annotation) (embankment);Unknown;"[01,round,6,5,1.5, dug in with stone wall to E;02,ditch,12,2,1.5,some fieldstones around]"; ;files/app/ca44bd7a-792e-43fc-ba89-c31ea9ee056f_image-1505112714338.original.jpg - files/app/fd6e656c-699a-4a0e-952b-8b2e3e610e2e_image-1505110528573.original.jpg;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;262.415.009;423.936.005
